row,Scene,Lat,Lon,Comment
803,LC80070152015237LGN00,64.6463499704048,-49.9829864501953,plume
804,LC80050152015239LGN00,64.6469380130601,-49.9871063232421,cloud
805,LC80060152015246LGN00,64.6389983624549,-49.9788665771484,cloud
806,LC80070142015253LGN00,64.6459089300546,-49.9816131591796,plume
807,LC80070152015253LGN00,64.6472320296114,-49.9829864501953,plume
808,LC80050152015255LGN00,64.6469380130601,-49.9816131591796,plume
809,LC80060152015262LGN00,64.6466439933245,-49.9871063232421,cloud
810,LC80070142015269LGN00,64.6454678825397,-49.9850463867187,ice
811,LC80070152015269LGN00,64.6435565938479,-49.9871063232421,ice
812,LC80050152015271LGN00,64.6445857660156,-49.98779296875,ice
813,LC80060152015278LGN00,64.6454678825397,-49.9963760375976,ice
814,LC80070142015285LGN00,64.6487020646058,-50.0118255615234,cloud
815,LC80070152015285LGN00,64.6404688432781,-50.0090789794921,cloud
816,LC80060152015294LGN00,64.6457619150124,-49.9864196777343,ice
817,LC80070142015301LGN00,64.6529647159565,-49.9867630004882,ice
818,LC80070152015301LGN00,64.6451738468827,-49.98779296875,ice
819,LC80050152015303LGN00,64.6478200531615,-49.9884796142578,ice
820,LC80060142016137LGN00,64.6442917208054,-49.991226196289,ice
821,LC80060152016137LGN00,64.6453208651093,-49.9898529052734,ice
822,LC80040152016139LGN00,64.6470850217338,-49.9898529052734,ice
823,LC80070142016144LGN00,64.6439976724108,-49.991226196289,ice
824,LC80070152016144LGN00,64.6453208651093,-49.9908828735351,ice
825,LC80060152016153LGN00,64.6478200531615,-49.9919128417968,ice
826,LC80070142016160LGN00,64.6454678825397,-49.998779296875,ice
827,LC80070152016160LGN00,64.6442917208054,-49.9857330322265,ice
828,LC80050152016162LGN00,64.6466439933245,-49.9939727783203,cloud
829,LC80060152016169LGN00,64.6460559443007,-49.98779296875,plume
830,LC80070142016176LGN00,64.6460559443007,-49.991226196289,cloud
831,LC80060152016185LGN00,64.6460559443007,-49.9884796142578,plume
832,LC80070142016192LGN00,64.6487020646058,-49.991226196289,plume
833,LC80070152016192LGN00,64.6478200531615,-49.9895095825195,plume
834,LC80050152016194LGN00,64.6489960620524,-49.9884796142578,plume
835,LC80060152016201LGN00,64.6466439933245,-49.9853897094726,plume
836,LC80070142016208LGN00,64.6472320296114,-49.9843597412109,ice
837,LC80070152016208LGN00,64.6475260429786,-49.9857330322265,ice
838,LC80050152016210LGN00,64.6392924649893,-49.9726867675781,plume
839,LC80060152016217LGN00,64.6459089300546,-49.9798965454101,plume
840,LC80050152016226LGN00,64.6460559443007,-49.9785232543945,plume
841,LC80060152016233LGN00,64.6431155081199,-49.9785232543945,water
842,LC80070142016240LGN00,64.6454678825397,-49.9908828735351,cloud
843,LC80050152016242LGN00,64.6457619150124,-49.9774932861328,plume
844,LC80070142016256LGN00,64.6463499704048,-49.9816131591796,ice
845,LC80070152016256LGN00,64.6431155081199,-49.9774932861328,ice
846,LC80050152016258LGN00,64.6464969822627,-49.9816131591796,ice
847,LC80060152016265LGN00,64.6448798080414,-49.9829864501953,ice
848,LC80070142016272LGN00,64.6457619150124,-50.0077056884765,cloud
849,LC80070152016272LGN00,64.6454678825397,-50.0248718261718,cloud
850,LC80060152016281LGN00,64.6472320296114,-49.984016418457,ice
851,LC80050152016290LGN00,64.6487020646058,-49.9895095825195,ice
852,LC80060152016297LGN00,64.6466439933245,-49.9864196777343,ice
853,LC80070152016304LGN00,64.6416451706102,-49.98779296875,cloud
854,LC80090112013261LGN00,68.9525964622811,-50.225715637207,plume
855,LC80090122013261LGN00,68.9528430629225,-50.2270889282226,plume
856,LC80080122013270LGN00,68.9523498588815,-50.2284622192382,plume
857,LC80080122013286LGN00,68.9555554879464,-50.2119827270507,plume
858,LC80100112014159LGN00,68.9560486202795,-50.2140426635742,plume
859,LC80080122014161LGN00,68.9522265561474,-50.2270889282226,plume
860,LC80842322014166LGN00,68.9516100321336,-50.2270889282226,plume
861,LC80832332014175LGN00,68.9521032527237,-50.2250289916992,plume
862,LC80842322014182LGN00,68.9511168005103,-50.2250289916992,plume
863,LC80842322014182LGN00,68.9511168005103,-50.22554397583,plume
864,LC80090112014184LGN00,68.9514250715678,-50.2267456054687,plume
865,LC80100112014191LGN00,68.9519799486105,-50.2276039123535,plume
866,LC80080122014193LGN01,68.9522265561474,-50.2288055419921,plume
867,LC80842322014198LGN00,68.9511784550666,-50.2269172668457,plume
868,LC80822332014200LGN00,68.9547541243771,-50.2136993408203,plume
869,LC80090112014200LGN00,68.9516716853107,-50.2250289916992,plume
870,LC80100112014207LGN00,68.9514867252621,-50.2245140075683,plume
871,LC80080122014209LGN00,68.9516100321336,-50.2252006530761,plume
872,LC80090112014216LGN00,68.9516716853107,-50.2236557006835,plume
873,LC80100112014223LGN00,68.9516100321336,-50.2243423461914,plume
874,LC80100112015130LGN00,68.9519799486105,-50.2215957641601,ice
875,LC80080122015132LGN00,68.951548378784,-50.2202224731445,ice
876,LC80090122015139LGN00,68.9518566438078,-50.2200508117675,cloud
877,LC80100112015162LGN00,68.9516100321336,-50.2207374572753,ice
878,LC80090112015171LGN00,68.9516716853107,-50.2197074890136,plume
879,LC80100112015178LGN00,68.9519799486105,-50.2195358276367,plume
880,LC80080122015180LGN00,68.951548378784,-50.2197074890136,plume
881,LC80090112015187LGN00,68.951548378784,-50.2205657958984,plume
882,LC80080122015196LGN00,68.9516716853107,-50.2191925048828,plume
883,LC80100112015210LGN00,68.9514250715678,-50.2195358276367,plume
884,LC80080122015228LGN00,68.9516716853107,-50.2269172668457,plume
885,LC80090112015251LGN00,68.9510551457816,-50.2215957641601,ice
886,LC80090112015283LGN00,68.9512401094505,-50.2227973937988,plume
887,LC80090112016142LGN00,68.9576512241791,-50.2028846740722,plume
888,LC80080122016151LGN00,68.9558636969473,-50.2097511291503,plume
889,LC80822332016157LGN00,68.9550623445819,-50.2114677429199,plume
890,LC80090112016158LGN00,68.9553705604775,-50.2114677429199,plume
891,LC80100112016165LGN00,68.9513634177011,-50.218334197998,plume
892,LC80842322016172LGN00,68.9511168005103,-50.2198791503906,plume
893,LC80822332016174LGN00,68.9511168005103,-50.2198791503906,plume
894,LC80832322016181LGN00,68.9514867252621,-50.2188491821289,plume
895,LC80832332016181LGN00,68.9514867252621,-50.218505859375,plume
896,LC80842322016188LGN00,68.9512401094505,-50.2202224731445,plume
897,LC80822332016190LGN00,68.9517333383154,-50.2202224731445,plume
898,LC80090112016190LGN00,68.9523498588815,-50.2284622192382,plume
899,LC80832322016197LGN00,68.9513634177011,-50.2191925048828,plume
900,LC80100112016197LGN00,68.9517333383154,-50.2195358276367,plume
901,LC80842322016204LGN00,68.9512401094505,-50.2239990234375,plume
902,LC80822332016206LGN00,68.9509934908805,-50.221939086914,plume
903,LC80090112016206LGN00,68.9512401094505,-50.2188491821289,plume
904,LC80090122016206LGN00,68.9509934908805,-50.2205657958984,plume
905,LC80080122016215LGN00,68.9543226088508,-50.2136993408203,plume
906,LC80090112016222LGN00,68.9512401094505,-50.218505859375,plume
907,LC80080122016231LGN00,68.9508701805612,-50.2195358276367,plume
908,LC80090112016238LGN00,68.9513634177011,-50.2246856689453,plume
909,LC80080122016247LGN00,68.9521032527237,-50.2246856689453,plume
910,LC80090112016270LGN00,68.9590071826306,-50.199966430664,plume
911,LC80080122016279LGN00,68.9538294379069,-50.2085494995117,plume
912,LC80110112013131LGN01,69.7926959934599,-50.2686309814453,cloud
913,LC80100112013140LGN01,69.7925774033244,-50.2356719970703,ice
914,LC80080112013142LGN01,69.7926959934599,-50.2463150024414,ice
915,LC80110112013147LGN00,69.7928145829286,-50.2418518066406,ice
916,LC80110112013163LGN00,69.7948305018691,-50.2373886108398,ice
917,LC80100112013172LGN00,69.7962533874489,-50.2322387695312,ice
918,LC80100112013236LGN00,69.7944747654713,-50.2202224731445,plume
919,LC80080112013238LGN00,69.7919844426435,-50.2435684204101,cloud
920,LC80110112013243LGN00,69.7956605301261,-50.2212524414062,plume
921,LC80090112013245LGN00,69.7956605301261,-50.2318954467773,cloud
922,LC80100112013252LGN00,69.7960162465201,-50.2342987060546,cloud
923,LC80100112013268LGN00,69.7948305018691,-50.2380752563476,cloud
924,LC80080112013270LGN00,69.7947119237367,-50.2188491821289,plume
925,LC80110112013275LGN00,69.795304807731,-50.2391052246093,cloud
926,LC80080112013286LGN00,69.7922216289165,-50.2590179443359,cloud
927,LC80090112013293LGN00,69.7957791029242,-50.2277755737304,ice
928,LC80100112014127LGN00,69.7951862322658,-50.2363586425781,ice
929,LC80080112014129LGN00,69.7921030361134,-50.2360153198242,ice
930,LC80110112014134LGN00,69.7922216289165,-50.2294921875,cloud
931,LC80090112014136LGN00,69.7945933449374,-50.2301788330078,cloud
932,LC80100112014143LGN00,69.7931703473335,-50.2339553833007,cloud
933,LC80090112014152LGN00,69.7945933449374,-50.2212524414062,ice
934,LC80100112014175LGN00,69.7954233825295,-50.2459716796875,cloud
935,LC80080112014177LGN00,69.794119023072,-50.2264022827148,cloud
936,LC80832332014191LGN00,69.7934075202692,-50.2336120605468,cloud
937,LC80100112014191LGN00,69.7951862322658,-50.2480316162109,cloud
938,LC80110112014230LGN00,69.7945933449374,-50.2387619018554,cloud
939,LC80110112014246LGN00,69.7912728678192,-50.240478515625,cloud
940,LC80110112014262LGN00,69.7945933449374,-50.2195358276367,cloud
941,LC80100112014271LGN00,69.795304807731,-50.221939086914,ice
942,LC80080112014273LGN00,69.7943561853383,-50.2178192138671,ice
943,LC80100112014287LGN00,69.7936446905375,-50.2264022827148,cloud
944,LC80090112014296LGN00,69.7942376045386,-50.2215957641601,cloud
945,LC80110112015121LGN00,69.7950676561337,-50.236701965332,ice
946,LC80090112015123LGN00,69.7947119237367,-50.2370452880859,ice
947,LC80100112015130LGN00,69.7926959934599,-50.2339553833007,ice
948,LC80080112015132LGN00,69.7934075202692,-50.232925415039,ice
949,LC80110112015137LGN00,69.7937632746714,-50.2318954467773,cloud
950,LC80090112015139LGN00,69.7942376045386,-50.2377319335937,cloud
951,LC80100112015146LGN00,69.7925774033244,-50.2322387695312,ice
952,LC80080112015148LGN00,69.7900868564261,-50.2233123779296,ice
953,LC80110112015153LGN00,69.7926959934599,-50.2312088012695,ice
954,LC80090112015155LGN00,69.7932889341348,-50.2298355102539,ice
955,LC80100112015162LGN00,69.7924588125219,-50.2312088012695,ice
956,LC80080112015164LGN00,69.7929331717304,-50.2294921875,cloud
957,LC80110112015169LGN00,69.7951862322658,-50.2284622192382,ice
958,LC80090112015171LGN00,69.7924588125219,-50.2281188964843,ice
959,LC80110112015185LGN00,69.7936446905375,-50.2284622192382,plume
960,LC80090112015187LGN00,69.7935261057368,-50.225715637207,plume
961,LC80100112015194LGN00,69.7936446905375,-50.2270889282226,plume
962,LC80080112015196LGN00,69.7932889341348,-50.2233123779296,plume
963,LC80110112015201LGN00,69.794119023072,-50.2236557006835,plume
964,LC80100112015210LGN00,69.7954233825295,-50.2222824096679,plume
965,LC80080112015212LGN00,69.7947119237367,-50.218162536621,plume
966,LC80110112015217LGN00,69.7954233825295,-50.2215957641601,plume
967,LC80090112015219LGN00,69.7921030361134,-50.2281188964843,cloud
968,LC80100112015226LGN00,69.7950676561337,-50.2198791503906,plume
969,LC80110112015233LGN00,69.7944747654713,-50.2233123779296,cloud
970,LC80090112015235LGN00,69.7942376045386,-50.2161026000976,plume
971,LC80100112015242LGN00,69.7947119237367,-50.2215957641601,cloud
972,LC80110112015249LGN00,69.7938818581384,-50.2188491821289,plume
973,LC80090112015251LGN00,69.7940004409387,-50.2174758911132,plume
974,LC80110112015265LGN00,69.7923402210526,-50.2264022827148,cloud
975,LC80090112015267LGN00,69.7951862322658,-50.225715637207,ice
976,LC80100112015274LGN00,69.794119023072,-50.2470016479492,cloud
977,LC80110112015281LGN00,69.7948305018691,-50.2274322509765,ice
978,LC80090112015283LGN00,69.7935261057368,-50.2246856689453,ice
979,LC80110112015297LGN00,69.7947119237367,-50.2294921875,ice
980,LC80110112015297LGN00,69.7966090938414,-50.2415084838867,ice
981,LC80110102016124LGN00,69.795304807731,-50.2425384521484,cloud
982,LC80110112016124LGN00,69.7936446905375,-50.229148864746,ice
983,LC80090102016126LGN00,69.7931703473335,-50.2301788330078,ice
984,LC80090112016126LGN00,69.7935261057368,-50.2312088012695,ice
985,LC80130102016138LGN00,69.7942376045386,-50.2284622192382,ice
986,LC80842332016140LGN00,69.7934075202692,-50.2325820922851,ice
987,LC80822332016141LGN00,69.7913914652905,-50.196533203125,cloud
988,LC80090112016142LGN00,69.7963719569132,-50.2452850341796,cloud
989,LC80100112016149LGN00,69.7928145829286,-50.2246856689453,plume
990,LC80080112016151LGN00,69.7903240640401,-50.2212524414062,ice
991,LC80110112016156LGN00,69.791747253703,-50.2363586425781,cloud
992,LC80822332016157LGN00,69.7937632746714,-50.2260589599609,ice
993,LC80090112016158LGN00,69.7944747654713,-50.2226257324218,plume
994,LC80100112016165LGN00,69.795304807731,-50.2222824096679,plume
995,LC80822332016174LGN00,69.7955419566612,-50.2233123779296,plume
996,LC80090112016174LGN00,69.7947119237367,-50.2239990234375,plume
997,LC80832332016181LGN00,69.7942376045386,-50.2215957641601,plume
998,LC80100112016181LGN00,69.7945933449374,-50.2226257324218,plume
999,LC80110112016188LGN00,69.7943561853383,-50.2198791503906,plume
1000,LC80822332016190LGN00,69.7947119237367,-50.2212524414062,plume
1001,LC80090112016190LGN00,69.7957791029242,-50.2253723144531,plume
1002,LC80832332016197LGN00,69.7943561853383,-50.2212524414062,plume
1003,LC80100112016197LGN00,69.7950676561337,-50.2198791503906,plume
1004,LC80080112016199LGN00,69.7944747654713,-50.2239990234375,plume
1005,LC80110112016204LGN00,69.7950676561337,-50.2236557006835,plume
1006,LC80822332016206LGN00,69.7942376045386,-50.2202224731445,plume
1007,LC80090112016206LGN00,69.7944747654713,-50.221939086914,plume
1008,LC80100112016213LGN00,69.7944747654713,-50.2233123779296,plume
1009,LC80080112016215LGN00,69.7944747654713,-50.2215957641601,plume
1010,LC80110112016220LGN00,69.7935261057368,-50.2209091186523,plume
1011,LC80090112016222LGN00,69.7945933449374,-50.2226257324218,plume
1012,LC80100112016229LGN00,69.7937632746714,-50.221939086914,plume
1013,LC80080112016231LGN00,69.7942376045386,-50.2195358276367,plume
1014,LC80090112016238LGN00,69.794119023072,-50.2233123779296,cloud
1015,LC80080112016247LGN00,69.7943561853383,-50.2161026000976,plume
1016,LC80100112016261LGN00,69.7925774033244,-50.2301788330078,cloud
1017,LC80110112016268LGN00,69.7993359768293,-50.2387619018554,cloud
1018,LC80090112016270LGN00,69.7945933449374,-50.2246856689453,ice
1019,LC80100112016277LGN00,69.794119023072,-50.2346420288085,cloud
1020,LC80080112016279LGN00,69.7929331717304,-50.2281188964843,plume
1021,LC80100112016293LGN00,69.8018254315486,-50.2597045898437,plume
1022,LC80080112016295LGN00,69.7964905257107,-50.2312088012695,ice
1023,LC80110112016300LGN00,69.7945933449374,-50.2384185791015,ice
1024,LC80090112016302LGN00,69.7951862322658,-50.2394485473632,ice
1025,LC80100112013140LGN01,68.9022075067434,-50.313606262207,ice
1026,LC80080122013142LGN01,68.9018367553703,-50.3177261352539,ice
1027,LC80100112013156LGN00,68.8987469187735,-50.3266525268554,ice
1028,LC80100112013172LGN00,68.8982525048429,-50.3352355957031,plume
1029,LC80100112013236LGN00,68.8992413216486,-50.3300857543945,cloud
1030,LC80080122013238LGN00,68.9007244639424,-50.3204727172851,cloud
1031,LC80090112013245LGN00,68.9023310891526,-50.313606262207,cloud
1032,LC80100112013252LGN00,68.9002300942328,-50.3160095214843,cloud
1033,LC80090112013261LGN00,68.8984997131902,-50.3348922729492,water
1034,LC80090122013261LGN00,68.8997357134683,-50.3311157226562,water
1035,LC80100112013268LGN00,68.8998593096959,-50.3479385375976,cloud
1036,LC80080122013270LGN00,68.898994121593,-50.324592590332,water
1037,LC80090112013277LGN00,68.9007244639424,-50.3266525268554,water
1038,LC80090122013277LGN00,68.9044318844083,-50.3039932250976,water
1039,LC80100112013284LGN00,68.9007244639424,-50.3252792358398,water
1040,LC80080122013286LGN00,68.9003536876966,-50.3297424316406,water
1041,LC80090112013293LGN00,68.9007244639424,-50.3228759765625,ice
1042,LC80090122013293LGN00,68.9007244639424,-50.3287124633789,ice
1043,LC80080122013302LGN00,68.9003536876966,-50.3184127807617,ice
1044,LC80100112014127LGN00,68.898376109362,-50.3307723999023,ice
1045,LC80080122014129LGN00,68.898994121593,-50.328025817871,ice
1046,LC80090112014136LGN00,68.9036904500572,-50.3596115112304,cloud
1047,LC80100112014143LGN00,68.9039375976043,-50.3630447387695,cloud
1048,LC80080122014145LGN00,68.9027018322352,-50.3410720825195,cloud
1049,LC80842322014150LGN00,68.8992413216486,-50.324592590332,ice
1050,LC80090112014152LGN00,68.8998593096959,-50.3297424316406,ice
1051,LC80090122014152LGN00,68.8997357134683,-50.3307723999023,ice
1052,LC80100112014159LGN00,68.9002300942328,-50.3300857543945,ice
1053,LC80080122014161LGN00,68.9009716446516,-50.3197860717773,ice
1054,LC80842322014166LGN00,68.8982525048429,-50.3328323364257,plume
1055,LC80090122014168LGN00,68.9027018322352,-50.3335189819335,cloud
1056,LC80832332014175LGN00,68.8987469187735,-50.3273391723632,plume
1057,LC80100112014175LGN00,68.9022075067434,-50.3342056274414,cloud
1058,LC80080122014177LGN00,68.9017131701974,-50.3760910034179,cloud
1059,LC80842322014182LGN00,68.8992413216486,-50.3190994262695,water
1060,LC80090112014184LGN00,68.898994121593,-50.3362655639648,plume
1061,LC80090122014184LGN00,68.898994121593,-50.3376388549804,plume
1062,LC80832332014191LGN00,68.9022075067434,-50.3348922729492,cloud
1063,LC80100112014191LGN00,68.8987469187735,-50.335578918457,plume
1064,LC80080122014193LGN01,68.898994121593,-50.335578918457,plume
1065,LC80842322014198LGN00,68.9009716446516,-50.3314590454101,cloud
1066,LC80822332014200LGN00,68.8999829052324,-50.3314590454101,water
1067,LC80090112014200LGN00,68.898376109362,-50.3342056274414,plume
1068,LC80090122014200LGN00,68.8982525048429,-50.3342056274414,plume
1069,LC80832332014207LGN00,68.902454670871,-50.3342056274414,cloud
1070,LC80100112014207LGN00,68.898994121593,-50.3314590454101,water
1071,LC80080122014209LGN00,68.8997357134683,-50.3232192993164,water
1072,LC80090112014216LGN00,68.8997357134683,-50.3201293945312,water
1073,LC80090122014216LGN00,68.8994885189404,-50.328025817871,water
1074,LC80100112014223LGN00,68.8984997131902,-50.3228759765625,water
1075,LC80100112014239LGN00,68.8984997131902,-50.335578918457,water
1076,LC80080122014241LGN00,68.9003536876966,-50.3300857543945,cloud
1077,LC80090112014248LGN00,68.9046790236653,-50.346565246582,cloud
1078,LC80080122014257LGN00,68.8992413216486,-50.3342056274414,water
1079,LC80100112014271LGN00,68.898994121593,-50.3211593627929,water
1080,LC80080122014273LGN00,68.8984997131902,-50.3324890136718,water
1081,LC80090112014280LGN00,68.8994885189404,-50.3300857543945,water
1082,LC80090122014280LGN00,68.8987469187735,-50.335578918457,water
1083,LC80100112014287LGN00,68.8999829052324,-50.3300857543945,water
1084,LC80090112014296LGN00,68.8994885189404,-50.3252792358398,ice
1085,LC80100112014303LGN00,68.9002300942328,-50.313606262207,ice
1086,LC80090112015123LGN00,68.8994885189404,-50.3163528442382,ice
1087,LC80090122015123LGN00,68.8984997131902,-50.3242492675781,ice
1088,LC80100112015130LGN00,68.8988705205288,-50.3190994262695,ice
1089,LC80080122015132LGN00,68.8992413216486,-50.3190994262695,ice
1090,LC80090112015139LGN00,68.8999829052324,-50.324592590332,ice
1091,LC80090122015139LGN00,68.8992413216486,-50.3218460083007,ice
1092,LC80100112015146LGN00,68.89936492064,-50.3218460083007,ice
1093,LC80080122015148LGN00,68.902454670871,-50.317039489746,cloud
1094,LC80090112015155LGN00,68.9004772804695,-50.3122329711914,ice
1095,LC80090122015155LGN00,68.8999829052324,-50.3204727172851,ice
1096,LC80100112015162LGN00,68.9009716446516,-50.3122329711914,ice
1097,LC80080122015164LGN00,68.9002300942328,-50.3129196166992,ice
1098,LC80090112015171LGN00,68.8987469187735,-50.335578918457,plume
1099,LC80090122015171LGN00,68.898994121593,-50.3342056274414,plume
1100,LC80100112015178LGN00,68.898994121593,-50.335578918457,plume
1101,LC80080122015180LGN00,68.8987469187735,-50.3342056274414,plume
1102,LC80090112015187LGN00,68.8982525048429,-50.3383255004882,plume
1103,LC80090122015187LGN00,68.8984997131902,-50.33935546875,plume
1104,LC80100112015194LGN00,68.9034432997468,-50.3431320190429,cloud
1105,LC80080122015196LGN00,68.8987469187735,-50.3239059448242,water
1106,LC80090122015203LGN00,68.898994121593,-50.3287124633789,cloud
1107,LC80100112015210LGN00,68.8980052937316,-50.3342056274414,plume
1108,LC80080122015212LGN00,68.897387253861,-50.3366088867187,water
1109,LC80090112015219LGN00,68.9018367553703,-50.3417587280273,cloud
1110,LC80100112015226LGN00,68.8999829052324,-50.3190994262695,cloud
1111,LC80080122015228LGN00,68.898994121593,-50.3108596801757,water
1112,LC80090112015235LGN00,68.8999829052324,-50.3273391723632,cloud
1113,LC80090122015235LGN00,68.9007244639424,-50.3218460083007,cloud
1114,LC80100112015242LGN00,68.9017131701974,-50.3506851196289,cloud
1115,LC80080122015244LGN00,68.9049261601591,-50.3726577758789,cloud
1116,LC80090112015251LGN00,68.8984997131902,-50.3218460083007,water
1117,LC80090122015251LGN00,68.8987469187735,-50.3218460083007,water
1118,LC80090112015267LGN00,68.8940495400327,-50.3808975219726,cloud
1119,LC80090122015267LGN00,68.8984997131902,-50.3242492675781,cloud
1120,LC80100112015274LGN00,68.9033197235554,-50.3489685058593,cloud
1121,LC80090112015283LGN00,68.897387253861,-50.3300857543945,water
1122,LC80090122015283LGN00,68.89936492064,-50.328025817871,water
1123,LC80110112016124LGN00,68.898994121593,-50.3215026855468,water
1124,LC80090112016126LGN00,68.8965219690197,-50.3293991088867,ice
1125,LC80090122016126LGN00,68.9012188225972,-50.3259658813476,ice
1126,LC80080122016135LGN00,68.9008480546425,-50.3324890136718,cloud
1127,LC80842332016140LGN00,68.9043083137435,-50.3561782836914,cloud
1128,LC80822332016141LGN00,68.8982525048429,-50.357551574707,cloud
1129,LC80090112016142LGN00,68.8977580798564,-50.3156661987304,ice
1130,LC80090122016142LGN00,68.905420424857,-50.3228759765625,ice
1131,LC80100112016149LGN00,68.8982525048429,-50.3190994262695,cloud
1132,LC80080122016151LGN00,68.8980052937316,-50.3218460083007,water
1133,LC80822332016157LGN00,68.8972636438139,-50.3269958496093,water
1134,LC80090112016158LGN00,68.8978816871395,-50.3273391723632,water
1135,LC80090122016158LGN00,68.8980052937316,-50.3314590454101,water
1136,LC80832322016165LGN00,68.9007244639424,-50.3544616699218,cloud
1137,LC80100112016165LGN00,68.89627473856,-50.3328323364257,plume
1138,LC80080122016167LGN00,68.8970164216466,-50.3266525268554,cloud
1139,LC80842322016172LGN00,68.8970164216466,-50.324592590332,water
1140,LC80822332016174LGN00,68.8952857890795,-50.3328323364257,plume
1141,LC80090112016174LGN00,68.8999829052324,-50.3321456909179,cloud
1142,LC80090122016174LGN00,68.9066560382464,-50.3808975219726,cloud
1143,LC80832322016181LGN00,68.8959038876877,-50.3160095214843,water
1144,LC80832332016181LGN00,68.8960275053362,-50.3201293945312,water
1145,LC80100112016181LGN00,68.9013424105336,-50.3544616699218,cloud
1146,LC80080122016183LGN00,68.9022075067434,-50.3644180297851,cloud
1147,LC80842322016188LGN00,68.8965219690197,-50.3218460083007,water
1148,LC80822332016190LGN00,68.8960275053362,-50.3307723999023,plume
1149,LC80090112016190LGN00,68.8954094101833,-50.3342056274414,plume
1150,LC80090122016190LGN00,68.8954094101833,-50.3314590454101,plume
1151,LC80832322016197LGN00,68.8947912977538,-50.3324890136718,plume
1152,LC80832332016197LGN00,68.8950385447988,-50.3338623046875,plume
1153,LC80100112016197LGN00,68.8997357134683,-50.3544616699218,cloud
1154,LC80080122016199LGN00,68.895533030596,-50.3338623046875,plume
1155,LC80842322016204LGN00,68.8945440479445,-50.3328323364257,plume
1156,LC80822332016206LGN00,68.8949149216219,-50.3342056274414,plume
1157,LC80090112016206LGN00,68.8950385447988,-50.3342056274414,plume
1158,LC80090122016206LGN00,68.8942967953708,-50.3379821777343,plume
1159,LC80100112016213LGN00,68.895533030596,-50.3335189819335,water
1160,LC80080122016215LGN00,68.8960275053362,-50.3218460083007,water
1161,LC80090112016222LGN00,68.8970164216466,-50.3173828125,water
1162,LC80090122016222LGN00,68.8963983541354,-50.3269958496093,water
1163,LC80100112016229LGN00,68.8967691967152,-50.3314590454101,water
1164,LC80080122016231LGN00,68.8945440479445,-50.335578918457,plume
1165,LC80090112016238LGN00,68.9023310891526,-50.394287109375,cloud
1166,LC80080122016247LGN00,68.8965219690197,-50.3173828125,water
1167,LC80090122016254LGN00,68.8968928095264,-50.3513717651367,cloud
1168,LC80100112016261LGN00,68.8965219690197,-50.3173828125,water
1169,LC80090112016270LGN00,68.8972636438139,-50.313606262207,water
1170,LC80090122016270LGN00,68.8977580798564,-50.3081130981445,water
1171,LC80100112016277LGN00,68.903196146673,-50.3644180297851,cloud
1172,LC80080122016279LGN00,68.8963983541354,-50.3287124633789,water
1173,LC80090122016286LGN00,68.8960275053362,-50.3396987915039,cloud
1174,LC80100112016293LGN00,68.9017131701974,-50.3534317016601,cloud
1175,LC80080122016295LGN00,68.897387253861,-50.3396987915039,water
1176,LC80090112016302LGN00,68.8970164216466,-50.3314590454101,ice
1177,LC80090122016302LGN00,68.8999829052324,-50.339012145996,ice
1178,LC80100112013140LGN01,69.1881405058754,-49.672622680664,ice
1179,LC80080112013142LGN01,69.1825285773919,-49.6602630615234,ice
1180,LC80080122013142LGN01,69.1813084015999,-49.6485900878906,ice
1181,LC80100112013156LGN00,69.1827726043495,-49.6547698974609,ice
1182,LC80100112013172LGN00,69.1857007146313,-49.6630096435546,ice
1183,LC80100112013236LGN00,69.1861886947451,-49.6685028076171,cloud
1184,LC80080112013238LGN00,69.1825285773919,-49.6602630615234,ice
1185,LC80080122013238LGN00,69.1910678946187,-49.6822357177734,ice
1186,LC80090112013245LGN00,69.1842367086913,-49.6849822998046,ice
1187,LC80100112013252LGN00,69.1854567204745,-49.6959686279296,cloud
1188,LC80090112013261LGN00,69.1866766639262,-49.672622680664,ice
1189,LC80100112013268LGN00,69.188384469968,-49.6877288818359,cloud
1190,LC80080112013270LGN00,69.1925314414241,-49.6767425537109,ice
1191,LC80080122013270LGN00,69.1876525694911,-49.6678161621093,ice
1192,LC80090112013277LGN00,69.1842367086913,-49.6767425537109,cloud
1193,LC80100112013284LGN00,69.1900921420957,-49.6698760986328,ice
1194,LC80080112013286LGN00,69.1864326807022,-49.6822357177734,ice
1195,LC80080122013286LGN00,69.1847247216046,-49.6630096435546,ice
1196,LC80090112013293LGN00,69.1920436034193,-49.6781158447265,ice
1197,LC80080112013302LGN00,69.1881405058754,-49.6781158447265,ice
1198,LC80080122013302LGN00,69.1893602990095,-49.6767425537109,ice
1199,LC80100112014127LGN00,69.1886284313277,-49.6794891357421,ice
1200,LC80080112014129LGN00,69.1881405058754,-49.6794891357421,ice
1201,LC80080122014129LGN00,69.1891163458484,-49.6760559082031,ice
1202,LC80090112014136LGN00,69.1808203121474,-49.6540832519531,cloud
1203,LC80100112014143LGN00,69.1861886947451,-49.6712493896484,cloud
1204,LC80080122014145LGN00,69.1847247216046,-49.6849822998046,cloud
1205,LC80090112014152LGN00,69.1871646221748,-49.6630096435546,ice
1206,LC80100112014159LGN00,69.1886284313277,-49.6739959716796,ice
1207,LC80080112014161LGN00,69.1861886947451,-49.6630096435546,ice
1208,LC80080122014161LGN00,69.1583563731755,-49.5497131347656,ice
